ItemID,Domain Name,Traffic,Bids,Price,Estimated Value,Domain Age,Auction End Time,Sale Type,Majestic TF,Majestic CF,Backlinks,Referring Domains,TLDs Taken
682759793,care-dallas.org,13,11,18636.36,13272.73,15,2026-01-19 18:27:00,Auction,4,16,98,37,1
685092974,vapeland.com,2,11,3727.27,685545.45,15,2026-01-26 16:45:00,Auction,9,7,2,2,27
683185903,kencorner.com,9,11,11363.64,111636.36,9,2026-01-19 16:27:00,Auction,8,11,35,27,1
683667541,redinkradio.com,4,11,9545.45,111000,14,2026-01-20 17:04:00,Auction,15,19,1971,172,1
684450311,rrlv.com,0,11,14090.91,314090.91,24,2026-01-22 20:25:00,Auction,0,13,20,20,3
684043614,pplpay.com,0,11,5363.64,399000,12,2026-01-21 18:42:00,Auction,0,8,11,11,6
684813416,idlr.com,0,11,16545.45,272000,20,2026-01-28 16:38:00,Auction,0,12,34,22,
684450842,donorconnect.com,0,10,4545.45,423000,24,2026-01-22 21:17:00,Auction,0,12,14,14,11
685068515,northmountain.com,0,10,10545.45,510727.27,28,2026-01-25 16:46:00,Auction,0,9,16,16,17
685097406,stablebox.com,2,10,13636.36,319636.36,15,2026-01-26 16:12:00,Auction,3,15,219,126,8
684955597,appario.com,0,10,4272.73,545000,20,2026-01-25 20:17:00,Auction,0,4,5,5,10
683175995,theroommatebway.com,2,10,193181.82,1272.73,3,2026-01-19 17:00:00,Auction,13,17,113,64,1
681661956,theaterinthenow.com,0,10,8636.36,101727.27,15,2026-01-22 20:50:00,Auction,17,41,4103,166,1
681602308,distracted.net,0,10,4090.91,291545.45,23,2026-01-21 18:47:00,Auction,0,11,12,12,45
684787924,gwdm.com,0,10,13181.82,421363.64,21,2026-01-23 17:35:00,Auction,0,10,36,18,6
684778938,scalemail.com,0,10,4363.64,531000,21,2026-01-27 21:13:00,Auction,14,16,284,169,10
684950010,corestaffing.com,7,10,36727.27,354454.55,23,2026-01-25 16:55:00,Auction,0,5,8,8,5
683162072,the-event-company.com,20,10,60000,35909.09,18,2026-01-19 20:10:00,Auction,2,17,204,185,3
683669775,tapwater.org,2,10,13545.45,262909.09,23,2026-01-21 16:43:00,Auction,12,17,360,197,35
684934533,solarwaterheaters.com,2,10,20636.36,379000,27,2026-01-25 18:01:00,Auction,0,13,20,14,12
684038356,healthbooking.com,0,9,4363.64,327000,15,2026-01-21 18:37:00,Auction,0,1,33,16,12
682718464,barnettgroup.com,0,9,3636.36,459454.55,31,2026-01-22 18:00:00,Auction,6,13,16,15,7
684793516,uaud.com,4,9,12545.45,215090.91,20,2026-01-23 17:03:00,Auction,8,14,67,21,3
684031984,spinedu.com,4,9,3272.73,136363.64,14,2026-01-21 20:45:00,Auction,25,40,379140,701,2
683173046,culturecompass.com,0,9,17272.73,317181.82,27,2026-01-19 16:10:00,Auction,5,10,11,11,12
685131609,kf666.com,4,9,5727.27,248818.18,12,2026-01-26 18:02:00,Auction,0,10,22,18,10
683167360,gallerypastry.com,2,9,184090.91,71818.18,5,2026-01-19 21:01:00,Auction,7,19,216,171,2
683184591,thebourbonmaster.com,28,9,10000,1363.64,4,2026-01-19 16:33:00,Auction,3,11,93,71,1
682691315,bessis.com,0,9,3454.55,345818.18,29,2026-01-26 20:32:00,Auction,6,18,13839,65,6
685541434,spoiledrotten.com,4,9,3272.73,722636.36,27,2026-01-27 17:26:00,Auction,0,0,0,0,13
681777462,clearfy.com,0,9,10000,285272.73,12,2026-01-19 16:15:00,Auction,0,12,33,14,10
685715007,09l.com,2,9,5636.36,406272.73,23,2026-01-28 18:57:00,Auction,0,0,1,1,8
682096906,meproducts.com,0,9,5000,389090.91,27,2026-01-19 19:46:00,Auction,1,12,17,17,10
684039115,vphub.com,0,9,5000,470272.73,8,2026-01-21 16:40:00,Auction,0,7,6,6,7
684453272,kauger.com,2,9,27727.27,121545.45,28,2026-01-22 21:09:00,Auction,0,11,24,18,1
683001997,999xs.com,0,9,4272.73,333272.73,15,2026-01-23 20:32:00,Auction,2,16,86,49,6
683171990,aigoldrush.com,0,9,3181.82,129636.36,7,2026-01-19 17:48:00,Auction,0,7,14,13,16
683171270,ingenuitycleveland.com,9,9,8636.36,119727.27,22,2026-01-19 17:01:00,Auction,28,23,2414,320,2
685539255,nydv.com,0,9,11545.45,292818.18,22,2026-01-27 17:37:00,Auction,0,4,5,5,
685144115,health2wealth.com,0,9,3272.73,539181.82,27,2026-01-26 20:07:00,Auction,0,9,35,18,25
681391464,trademark.cc,0,9,3181.82,228818.18,29,2026-01-21 20:08:00,Auction,0,13,2,2,210
683656209,letsmush.com,11,9,16363.64,151818.18,11,2026-01-20 19:58:00,Auction,10,21,694,319,1
684019703,28477.com,2,9,4545.45,265363.64,16,2026-01-21 20:43:00,Auction,1,8,17,9,8
681762726,prophetsofrage.com,0,9,12272.73,250090.91,12,2026-01-23 20:37:00,Auction,13,26,1393,648,3
685124519,metagenesis.com,0,8,4454.55,866363.64,5,2026-01-26 19:02:00,Auction,0,7,15,15,25
684020339,phronesisresearch.com,0,8,3000,101727.27,6,2026-01-21 20:24:00,Auction,1,7,11,11,3
685102056,healthheritage.com,0,8,7727.27,526090.91,27,2026-01-26 17:30:00,Auction,0,11,33,17,4
684959267,48299.com,0,8,3909.09,266545.45,15,2026-01-25 20:19:00,Auction,0,3,23,15,11
684939733,meetgeek.com,11,8,3272.73,237909.09,22,2026-01-25 17:15:00,Auction,0,8,31,8,7
683675546,theartofbattle.com,7,8,5000,112181.82,18,2026-01-20 18:58:00,Auction,17,27,115899,1239,
683168511,shortli.com,0,8,9090.91,239363.64,19,2026-01-19 18:54:00,Auction,0,8,9,9,22
683978210,shirokiya.com,2,8,2363.64,199363.64,29,2026-01-20 17:45:00,Auction,14,20,475,234,6
683168410,shakeo.com,0,8,2818.18,277545.45,19,2026-01-19 16:17:00,Auction,0,8,11,11,1
683667863,repairprinter.com,0,8,3181.82,371090.91,22,2026-01-20 18:23:00,Auction,0,0,0,0,5
684937633,thenexthope.org,4,8,3272.73,23727.27,20,2026-01-26 18:55:00,Auction,19,24,4046,1285,1
683168359,ivparlour.com,9,8,32727.27,113909.09,9,2026-01-19 18:16:00,Auction,2,13,98,84,2
681391457,fame.cc,0,8,5454.55,229000,29,2026-01-21 18:05:00,Auction,0,3,1,1,231
683617956,solarguides.com,0,8,5909.09,405454.55,21,2026-01-24 17:53:00,Auction,0,12,14,13,7
684775549,chubbychaser.com,4,8,3181.82,399090.91,27,2026-01-23 20:37:00,Auction,0,9,7,7,8
685121086,hierarch.com,0,8,2818.18,599545.45,17,2026-01-26 18:02:00,Auction,0,6,31,15,21
681760682,hg139.com,0,8,5090.91,327545.45,13,2026-01-19 19:43:00,Auction,0,11,32,17,4
685712504,appfx.com,0,8,3181.82,647636.36,25,2026-01-28 17:24:00,Auction,0,6,18,8,12
683188509,soslawyer.com,0,8,4545.45,208090.91,23,2026-01-19 17:42:00,Auction,0,10,9,9,
684026389,swissmall.com,0,8,6818.18,404363.64,27,2026-01-21 19:40:00,Auction,0,10,8,8,5
681426138,allrunning.com,0,8,4454.55,217363.64,23,2026-01-21 17:47:00,Auction,0,9,15,15,4
681661234,tindahan.com,0,8,6454.55,776272.73,23,2026-01-22 21:26:00,Auction,0,12,11,10,16
684784415,ty12.com,0,8,3000,271272.73,14,2026-01-23 18:54:00,Auction,0,9,33,14,5
683680156,deadbody.com,0,7,9545.45,403727.27,27,2026-01-20 19:09:00,Auction,0,4,3,3,3
684933659,hoflin.com,4,7,2545.45,228000,33,2026-01-25 17:36:00,Auction,28,26,1099,375,4
683172765,ieee-wcci2014.org,0,7,7272.73,1727.27,15,2026-01-20 18:48:00,Auction,19,20,618,211,1
684452855,bankofengland.io,0,7,32272.73,244272.73,5,2026-01-22 21:05:00,Auction,0,0,0,0,44
683172481,sandslosgatos.com,9,7,36818.18,28454.55,6,2026-01-19 20:56:00,Auction,7,14,134,43,1
684947955,cpacloud.com,0,7,2363.64,525181.82,20,2026-01-25 20:45:00,Auction,0,11,9,9,8
684474869,wildcountryseafood.com,4,7,36727.27,110000,17,2026-01-22 19:19:00,Auction,12,16,62,44,1
683159504,myoldcar.com,2,7,2909.09,277909.09,29,2026-01-19 21:17:00,Auction,2,14,108,94,3
684444397,vegasfans.com,0,7,2818.18,242363.64,7,2026-01-22 18:33:00,Auction,0,5,9,9,1
683186228,allstarhotels.com,0,7,28181.82,250000,27,2026-01-19 16:59:00,Auction,11,16,110,49,2
683188449,yourgardenshow.com,0,7,11363.64,128000,18,2026-01-19 21:29:00,Auction,16,20,3768,123,1
685700212,oneeducation.com,0,7,5727.27,626818.18,20,2026-01-28 17:04:00,Auction,0,0,0,0,12
683182677,sphinxbio.com,2,7,10454.55,10000,4,2026-01-19 16:52:00,Auction,0,14,30,21,1
684793560,autoloanrates.com,0,7,2727.27,496909.09,26,2026-01-23 19:38:00,Auction,0,4,4,4,
681926725,brainsurfing.com,0,7,2818.18,280727.27,23,2026-01-24 18:14:00,Auction,0,3,4,4,6
685714516,88058.com,0,7,2545.45,366454.55,20,2026-01-28 18:38:00,Auction,5,1,5,5,13
683663037,glassverse.com,0,7,2363.64,391090.91,6,2026-01-20 17:13:00,Auction,0,5,4,4,3
684741980,33589.com,0,7,4363.64,272000,18,2026-01-23 16:37:00,Auction,0,11,21,13,9
683667967,98928.com,4,7,6363.64,312545.45,23,2026-01-20 19:29:00,Auction,0,4,3,3,
684464935,eoiv.com,0,7,12090.91,262363.64,19,2026-01-22 21:25:00,Auction,0,3,10,10,3
685496545,arvada.net,2,7,2818.18,311181.82,28,2026-01-27 20:58:00,Auction,0,10,11,11,
684041080,brandfriendly.com,0,7,3454.55,318454.55,17,2026-01-21 20:07:00,Auction,0,5,5,5,2
683177632,rwcorp.com,0,7,11818.18,227727.27,23,2026-01-19 16:23:00,Auction,0,7,7,7,4
685091854,med2med.com,0,7,2818.18,310636.36,28,2026-01-26 21:27:00,Auction,0,3,16,16,12
684687785,rejuice.com,0,7,2454.55,601545.45,23,2026-01-27 18:48:00,Auction,0,11,10,10,15
683170214,goodmorningtamil.com,11,7,14090.91,28454.55,5,2026-01-19 17:06:00,Auction,5,21,2166,86,1
683655645,55616.com,0,7,4545.45,300454.55,23,2026-01-20 18:55:00,Auction,0,12,21,13,20
683171688,lomavistahealth.com,4,7,10363.64,110090.91,11,2026-01-19 16:51:00,Auction,0,16,17,17,1
683676961,deepfakehoax.com,0,6,4272.73,38636.36,3,2026-01-20 19:52:00,Auction,0,0,2,2,1
683668639,alcari.com,0,6,2727.27,332454.55,11,2026-01-20 18:15:00,Auction,1,13,25,23,10
684684537,linkzoom.com,0,6,9545.45,580545.45,23,2026-01-26 21:28:00,Auction,0,12,23,22,7
683173472,magclick.com,0,6,2000,565727.27,7,2026-01-19 18:03:00,Auction,14,16,407,55,12
685130476,mailzen.com,0,6,3000,521000,18,2026-01-26 20:26:00,Auction,0,9,24,17,22
685144104,greenadventures.com,0,6,2090.91,660909.09,25,2026-01-26 17:52:00,Auction,0,6,34,17,14
681888631,indie-talk.com,0,6,18636.36,2090.91,4,2026-01-19 20:21:00,Auction,12,14,93,37,1
684746499,gpsdoctors.com,0,6,2363.64,576818.18,19,2026-01-23 17:57:00,Auction,0,9,4,4,1
682676415,aigreements.com,0,6,9545.45,3363.64,2,2026-01-22 18:27:00,Auction,0,12,33,19,1
684462864,247888.com,0,6,2000,258181.82,14,2026-01-22 16:29:00,Auction,0,11,23,13,3
683174019,digitalhealthcheck.com,0,6,28727.27,296818.18,9,2026-01-19 16:05:00,Auction,4,12,13,10,9
683483041,bitsane.com,0,6,1909.09,171727.27,19,2026-01-24 19:55:00,Auction,3,22,754,342,3
681932154,equipmentbags.com,0,6,7363.64,170272.73,25,2026-01-19 19:43:00,Auction,5,11,27,27,
683159775,gpsupplies.com,13,6,12727.27,246272.73,24,2026-01-19 17:39:00,Auction,6,19,318,196,10
